,Gene,Organism
64822,nusA,gnavus
64850,rplF,gnavus
64907,rsmH,gnavus
64932,pyrG,gnavus
64949,dxs,gnavus
64986,dapA,gnavus
65132,murE,gnavus
65257,pepT,gnavus
65314,carA,gnavus
65344,guaA,gnavus
65394,leuC,gnavus
65497,murF,gnavus
65608,murC,gnavus
65667,rpmA,gnavus
65674,argH,gnavus
65697,valS,gnavus
65746,atpA,gnavus
65780,ilvD,gnavus
65935,gyrA,gnavus
65944,clpB,gnavus
65951,folD,gnavus
65978,rimO,gnavus
66111,rpe,gnavus
66152,dnaX,gnavus
66153,acpP,gnavus
66157,mutS,gnavus
66166,pgk,griseorubens
66262,ALB,griseorubens
66292,rplS,griseorubens
66319,dnaK,griseorubens
66341,polA,griseorubens
66347,eno,griseorubens
66350,clpB,griseorubens
66469,fusA,griseorubens
66552,glpK,griseorubens
68287,rpsS,ljungdahlii
68288,rpsD,ljungdahlii
68323,prfB,ljungdahlii
68324,rplC,ljungdahlii
68336,pyrG,ljungdahlii
68337,rpmA,ljungdahlii
68339,mreB,ljungdahlii
68346,rpoB,ljungdahlii
68352,rplX,ljungdahlii
68358,recA,ljungdahlii
68362,leuS,ljungdahlii
68364,ackA,ljungdahlii
68371,rplQ,ljungdahlii
68378,fusA,ljungdahlii
68391,pyrE,ljungdahlii
68392,fhs,ljungdahlii
68407,rplK,ljungdahlii
68408,rpsG,ljungdahlii
68409,rplL,ljungdahlii
68410,groL,ljungdahlii
68412,tsf,ljungdahlii
68415,gcvH,ljungdahlii
68420,dnaK,ljungdahlii
68424,rplA,ljungdahlii
68431,rpsB,ljungdahlii
68445,rpsK,ljungdahlii
68476,rpsP,ljungdahlii
68478,purA,ljungdahlii
68485,folD,ljungdahlii
68487,rpmD,ljungdahlii
68495,hutU,ljungdahlii
68505,rpsM,ljungdahlii
68513,rplR,ljungdahlii
68517,rplB,ljungdahlii
68541,rpsI,ljungdahlii
68544,eno,ljungdahlii
68564,tig,ljungdahlii
68574,rplD,ljungdahlii
68575,guaB,ljungdahlii
68626,thrC,ljungdahlii
68628,rplU,ljungdahlii
68662,atpA,ljungdahlii
68670,gap,ljungdahlii
68738,groS,ljungdahlii
68749,rpsJ,ljungdahlii
68818,rplE,ljungdahlii
68827,ilvD,ljungdahlii
68918,def,ljungdahlii
68929,purL,ljungdahlii
68970,guaA,ljungdahlii
68978,rpsE,ljungdahlii
69101,glnA,ljungdahlii
69118,atpD,ljungdahlii
69175,rpsH,ljungdahlii
69205,rpsF,ljungdahlii
69266,argG,ljungdahlii
69305,purD,ljungdahlii
69321,rpmC,ljungdahlii
69347,rpsL,ljungdahlii
69373,rpsC,ljungdahlii
69422,efp,ljungdahlii
69429,rplF,ljungdahlii
69430,purH,ljungdahlii
69464,rpoC,ljungdahlii
69534,prs,ljungdahlii
69731,aroC,ljungdahlii
69776,hemE,ljungdahlii
69817,rplP,ljungdahlii
69860,rplJ,ljungdahlii
69861,carA,ljungdahlii
69914,ftsZ,ljungdahlii
69919,purC,ljungdahlii
69967,prfA,ljungdahlii
70001,aroA,ljungdahlii
70231,rpmF,ljungdahlii
70264,valS,ljungdahlii
70293,glyA,ljungdahlii
70355,serS,ljungdahlii
70603,atpF,ljungdahlii
70634,rny,ljungdahlii
70720,rplV,ljungdahlii
71267,rplO,ljungdahlii
71675,atpG,ljungdahlii
71699,ribH,ljungdahlii
71723,rpoZ,ljungdahlii
72167,infC,ljungdahlii
72178,lepA,ljungdahlii
72598,rpsR,ljungdahlii
72618,rplM,ljungdahlii
72765,pgk,ljungdahlii
72864,upp,ljungdahlii
72964,clpP,ljungdahlii
73531,hisD,ljungdahlii
73610,pnp,ljungdahlii
73743,rpmI,ljungdahlii
73748,pdxS,ljungdahlii
73929,rplN,ljungdahlii
73933,glyS,ljungdahlii
74010,rpsT,ljungdahlii
74038,atpH,ljungdahlii
74191,asd,ljungdahlii
74285,rplW,ljungdahlii
74387,pyrF,ljungdahlii
74560,adk,ljungdahlii
74825,infB,ljungdahlii
74848,trpS,ljungdahlii
75190,gpmI,ljungdahlii
75244,clpB,ljungdahlii
75565,nusA,ljungdahlii
75767,rpoA,ljungdahlii
76064,rpe,ljungdahlii
76534,argS,ljungdahlii
76823,mdh,ljungdahlii
77086,clpX,ljungdahlii
77244,rplI,ljungdahlii
77259,secA,ljungdahlii
78091,sufC,ljungdahlii
78577,ileS,ljungdahlii
78833,glnA,necator
78835,folE,necator
78856,prfB,necator
78862,atpG,necator
78888,rpsF,necator
78889,nuoD,necator
78907,murE,necator
78917,atpA,necator
78927,rpsT,necator
78935,aspS,necator
78947,rsmH,necator
78954,rplR,necator
78988,rplC,necator
79004,rnr,necator
79054,rpmI,necator
79071,groL,necator
79073,fabH,necator
79082,sucC,necator
79123,gyrA,necator
79125,rpmC,necator
79133,rplB,necator
79158,ilvC,necator
79162,hutU,necator
79188,ALB,necator
79190,rplL,necator
79200,rpsE,necator
79220,tig,necator
79226,fusA,necator
79235,rplY,necator
79243,ahcY,necator
79254,gcvP,necator
79262,mdh,necator
79264,metG,necator
79280,atpD,necator
79288,murF,necator
79294,ilvD,necator
79304,folD,necator
79309,purM,necator
79315,rpsI,necator
79317,pdhA,necator
79327,rpsO,necator
79334,serS,necator
79338,atpF,necator
79340,ndk,necator
79366,rplK,necator
79410,infC,necator
79412,ftsH,necator
79420,rplP,necator
79467,adk,necator
79474,rpsK,necator
79476,ackA,necator
79479,rpsS,necator
79500,ileS,necator
79551,rplI,necator
79552,gatB,necator
79633,glmS,necator
79686,panB,necator
79697,glyS,necator
79699,argG,necator
79720,serC,necator
79741,pheS,necator
79752,glyA,necator
79753,ffh,necator
79769,ppa,necator
79793,purL,necator
79811,proS,necator
79849,purC,necator
79868,rpsQ,necator
79882,rplD,necator
79916,gyrB,necator
79921,rplT,necator
79950,fumC,necator
80007,pyrH,necator
80034,pyrE,necator
80035,tsf,necator
80067,rpsP,necator
80070,rpoA,necator
80084,dnaK,necator
80108,purH,necator
80139,rplS,necator
80140,leuS,necator
80147,asd,necator
80163,gltX,necator
80237,upp,necator
80241,guaA,necator
80261,rplO,necator
80296,hisS,necator
80383,zwf,necator
80419,eno,necator
80460,cysK,necator
80467,nusA,necator
80471,rpoB,necator
80477,rpoC,necator
80488,ddl,necator
80507,cysS,necator
80519,rsfS,necator
80523,lysS,necator
80526,aroC,necator
80565,rpsD,necator
80592,leuB,necator
80602,pyrB,necator
80614,frr,necator
80628,argS,necator
80633,hemE,necator
80662,rpsH,necator
80713,atpH,necator
80838,typA,necator
80900,pnp,necator
80912,grpE,necator
80920,argH,necator
80962,pyrG,necator
80995,rpsR,necator
81079,argC,necator
81141,secA,necator
81153,ribH,necator
81190,pheT,necator
81229,dxr,necator
81285,tyrS,necator
81339,trpB,necator
81369,pgk,necator
81406,rplA,necator
81508,rplJ,necator
81662,thrC,necator
81694,kbl,necator
81757,glpK,necator
81857,rplM,necator
81920,glmM,necator
82142,clpX,necator
82155,rplN,necator
82241,rpsB,necator
82244,groS,necator
82338,rpmF,necator
82455,purA,necator
82484,rpsJ,necator
82515,rplV,necator
82564,rpsG,necator
82577,alaS,necator
82731,rplF,necator
82802,thrS,necator
83171,rplQ,necator
83291,tal,necator
83567,trpS,necator
83690,rplW,necator
84056,rpsL,necator
84639,hemL,necator
84769,metK,necator
84849,valS,necator
84895,tpiA,necator
85105,ispG,necator
85182,sufC,necator
85185,rpmG,necator
85525,pyrF,necator
85698,rpmD,necator
86441,htpG,necator
86570,rplE,necator
87396,polA,necator
87450,aroA,necator
88424,prfB,palustris
88426,dnaK,palustris
88428,rpsL,palustris
88430,rpsF,palustris
88431,glpK,palustris
88432,rplL,palustris
88434,tuf,palustris
88439,prfA,palustris
88445,rplB,palustris
88446,argB,palustris
88448,argS,palustris
88451,thiC,palustris
88461,rpoB,palustris
88464,rplR,palustris
88467,leuS,palustris
88477,greA,palustris
88482,alaS,palustris
88486,rpoC,palustris
88488,carB,palustris
88494,rplX,palustris
88496,rplW,palustris
88498,proS,palustris
88502,trpS,palustris
88503,clpP,palustris
88509,tig,palustris
88514,pnp,palustris
88516,guaB,palustris
88531,tatA,palustris
88541,dapA,palustris
88542,groS,palustris
88544,ahcY,palustris
88546,sucD,palustris
88549,ilvC,palustris
88551,pheT,palustris
88557,asd,palustris
88559,rpmF,palustris
88565,murC,palustris
88574,pgk,palustris
88583,nusA,palustris
88584,murF,palustris
88601,rpsN,palustris
88605,pdhA,palustris
88607,tsf,palustris
88608,ettA,palustris
88622,leuB,palustris
88644,ileS,palustris
88649,thrS,palustris
88669,acpP,palustris
88672,rplU,palustris
88684,rpsP,palustris
88686,glyA,palustris
88698,clpX,palustris
88699,efp,palustris
88703,rplN,palustris
88725,glmS,palustris
88726,dxs,palustris
88746,purH,palustris
88765,rplJ,palustris
88774,pckA,palustris
88785,fabH,palustris
88786,zwf,palustris
88792,rpsE,palustris
88800,tyrS,palustris
88803,rho,palustris
88813,rplM,palustris
88819,ychF,palustris
88835,rpsK,palustris
88841,ndk,palustris
88848,valS,palustris
88849,rplF,palustris
88852,leuC,palustris
88880,argG,palustris
88887,rpsD,palustris
88907,rplI,palustris
88915,serS,palustris
88917,pyrB,palustris
88920,topA,palustris
88922,rpsB,palustris
88953,nadE,palustris
88955,metG,palustris
88968,polA,palustris
88992,rpsG,palustris
88993,fusA,palustris
89004,secA,palustris
89009,gyrA,palustris
89024,infA,palustris
89032,frr,palustris
89049,adk,palustris
89081,rpsM,palustris
89087,gatB,palustris
89122,atpG,palustris
89134,guaA,palustris
89140,rplE,palustris
89150,rpmG,palustris
89163,nuoD,palustris
89189,ffh,palustris
89212,rpoZ,palustris
89223,purM,palustris
89247,pyrG,palustris
89252,panB,palustris
89290,rplK,palustris
89337,dxr,palustris
89343,rpsQ,palustris
89345,rplC,palustris
89366,rpmA,palustris
89372,atpA,palustris
89385,atpD,palustris
89416,purL,palustris
89430,infB,palustris
89447,folD,palustris
89459,hisD,palustris
89499,gyrB,palustris
89537,htpG,palustris
89642,pheS,palustris
89643,lysS,palustris
89646,rpsS,palustris
89669,aspS,palustris
89676,gltX,palustris
89681,ispG,palustris
89700,cysS,palustris
89711,purC,palustris
89722,trpB,palustris
89723,eno,palustris
89821,rpsI,palustris
89847,ilvD,palustris
89852,hemE,palustris
89858,rplT,palustris
89864,prs,palustris
89872,rpsC,palustris
89875,rplP,palustris
89883,rpoA,palustris
89884,sucC,palustris
89946,rplS,palustris
89950,nusG,palustris
89969,folE,palustris
89981,rsmH,palustris
90072,hisS,palustris
90091,aroA,palustris
90114,rplD,palustris
90150,purA,palustris
90193,glmM,palustris
90195,rplY,palustris
90197,carA,palustris
90218,rimO,palustris
90425,aroC,palustris
90498,rpe,palustris
90504,dnaX,palustris
90513,rplO,palustris
90524,argH,palustris
90654,tal,palustris
90661,fumC,palustris
90763,ftsY,palustris
90829,ftsH,palustris
90858,pyrE,palustris
90870,tpiA,palustris
91150,ftsZ,palustris
91186,rsfS,palustris
91231,rplA,palustris
91749,clpB,palustris
91840,recA,palustris
92194,mutS,palustris
92351,obg,palustris
92628,pyrF,palustris
92987,ppa,palustris
93038,rplV,palustris
93394,ackA,palustris
96456,murE,palustris
97613,lepA,palustris
98075,rnr,palustris
99361,rplQ,palustris
101556,ribH,palustris
102732,rpmD,palustris
103080,der,palustris
103300,menB,palustris
104415,atpH,palustris
104636,grpE,palustris
109784,tsf,subtilis
109785,gltX,subtilis
109786,rpsQ,subtilis
109796,rplW,subtilis
109798,ndk,subtilis
109810,rplK,subtilis
109811,prfB,subtilis
109812,glyS,subtilis
109814,gatB,subtilis
109815,ftsZ,subtilis
109819,rpsB,subtilis
109822,pgk,subtilis
109830,atpH,subtilis
109831,pdhA,subtilis
109835,pnp,subtilis
109836,groL,subtilis
109840,atpG,subtilis
109845,alaS,subtilis
109846,atpA,subtilis
109847,sucC,subtilis
109848,rplL,subtilis
109850,tuf,subtilis
109853,rplR,subtilis
109854,rplU,subtilis
109857,der,subtilis
109864,metK,subtilis
109870,gyrA,subtilis
109876,atpD,subtilis
109891,zwf,subtilis
109894,rpsC,subtilis
109895,guaB,subtilis
109897,infC,subtilis
109898,fusA,subtilis
109899,rplF,subtilis
109904,atpF,subtilis
109918,cysK,subtilis
109921,tpiA,subtilis
109922,rpsI,subtilis
109926,groS,subtilis
109931,pckA,subtilis
109939,rpsP,subtilis
109993,dnaK,subtilis
109996,rplB,subtilis
109997,ispG,subtilis
110001,rpoC,subtilis
110019,tig,subtilis
110025,rplC,subtilis
110039,aroA,subtilis
110043,mreB,subtilis
110045,rplJ,subtilis
110059,rpsG,subtilis
110064,rplA,subtilis
110070,obg,subtilis
110072,rplE,subtilis
110078,eno,subtilis
110085,menB,subtilis
110093,pfkA,subtilis
110096,gpmI,subtilis
110098,mdh,subtilis
110107,glmM,subtilis
110110,argS,subtilis
110111,rpsH,subtilis
110114,hemL,subtilis
110116,infB,subtilis
110129,aspS,subtilis
110181,guaA,subtilis
110197,glyA,subtilis
110211,sucD,subtilis
110213,pyrG,subtilis
110217,kbl,subtilis
110223,gcvH,subtilis
110257,fumC,subtilis
110265,tal,subtilis
110281,rpoA,subtilis
110283,rpoB,subtilis
110284,rpsE,subtilis
110300,greA,subtilis
110303,thrC,subtilis
110313,pgi,subtilis
110314,ftsY,subtilis
110326,rplD,subtilis
110360,pheT,subtilis
110361,grpE,subtilis
110366,purM,subtilis
110390,clpP,subtilis
110438,sufC,subtilis
110452,rplQ,subtilis
110474,glnA,subtilis
110478,rpsD,subtilis
110491,dapA,subtilis
110500,prfA,subtilis
110524,hemE,subtilis
110527,serS,subtilis
110541,rplO,subtilis
110542,pdxS,subtilis
110559,rplT,subtilis
110604,ileS,subtilis
110620,ftsH,subtilis
110742,prs,subtilis
110757,rpsL,subtilis
110765,ffh,subtilis
110783,rpsT,subtilis
110801,rplN,subtilis
110816,rpmD,subtilis
110854,folE,subtilis
111061,asd,subtilis
111091,murE,subtilis
111095,ftsA,subtilis
111177,adk,subtilis
111240,htpG,subtilis
111318,efp,subtilis
111326,glmS,subtilis
111337,rpsO,subtilis
111557,ychF,subtilis
111562,pepT,subtilis
111600,valS,subtilis
111709,rpmA,subtilis
111722,rsmH,subtilis
111882,rpsJ,subtilis
111902,leuS,subtilis
112022,purA,subtilis
112050,rpoZ,subtilis
112065,pheS,subtilis
112355,frr,subtilis
112428,ackA,subtilis
112450,nusA,subtilis
112465,upp,subtilis
112629,typA,thermosulf
112630,prfA,thermosulf
112632,infB,thermosulf
112634,groL,thermosulf
112637,rplL,thermosulf
112643,polA,thermosulf
112644,ppa,thermosulf
112647,rplF,thermosulf
112650,tuf,thermosulf
112657,ftsZ,thermosulf
112664,purD,thermosulf
112668,rplB,thermosulf
112684,menB,thermosulf
112686,rpsI,thermosulf
112690,tal,thermosulf
112695,dnaK,thermosulf
112697,glnA,thermosulf
112698,mdh,thermosulf
112713,rpsP,thermosulf
112714,efp,thermosulf
112715,pheT,thermosulf
112733,tsf,thermosulf
112738,acpP,thermosulf
112742,tig,thermosulf
112746,zwf,thermosulf
112751,pdxS,thermosulf
112761,glyS,thermosulf
112765,glpK,thermosulf
112777,glyA,thermosulf
112790,rpsS,thermosulf
112802,rpsG,thermosulf
112819,obg,thermosulf
112832,clpP,thermosulf
112836,der,thermosulf
112848,rimO,thermosulf
112850,gpmI,thermosulf
112852,ileS,thermosulf
112853,mreB,thermosulf
112854,hisS,thermosulf
112862,rpsB,thermosulf
112870,ilvC,thermosulf
112876,fhs,thermosulf
112878,eno,thermosulf
112896,atpD,thermosulf
112897,fusA,thermosulf
112916,clpX,thermosulf
112918,rpmA,thermosulf
112924,murC,thermosulf
112930,cysK,thermosulf
112946,argH,thermosulf
112992,sucD,thermosulf
113007,valS,thermosulf
113011,metG,thermosulf
113017,greA,thermosulf
113030,leuC,thermosulf
113035,rplN,thermosulf
113072,clpB,thermosulf
113078,rpsC,thermosulf
113080,nuoD,thermosulf
113090,rplC,thermosulf
113099,murE,thermosulf
113105,rplK,thermosulf
113130,nadE,thermosulf
113146,rpsE,thermosulf
113153,nusG,thermosulf
113158,ispG,thermosulf
113201,recA,thermosulf
113202,ilvD,thermosulf
113204,purA,thermosulf
113209,rpsD,thermosulf
113213,rpsH,thermosulf
113226,tpiA,thermosulf
113237,sucC,thermosulf
113242,rpsL,thermosulf
113293,proS,thermosulf
113317,alaS,thermosulf
113318,sufC,thermosulf
113324,adk,thermosulf
113328,purL,thermosulf
113330,gatB,thermosulf
113343,ffh,thermosulf
113361,trpB,thermosulf
113365,rpoA,thermosulf
113366,rplP,thermosulf
113412,gap,thermosulf
113432,aroC,thermosulf
113438,rpoB,thermosulf
113446,aspS,thermosulf
113463,leuS,thermosulf
113481,guaB,thermosulf
113482,ftsA,thermosulf
113492,rplW,thermosulf
113506,gcvH,thermosulf
113519,guaA,thermosulf
113546,hemE,thermosulf
113559,prs,thermosulf
113621,dapA,thermosulf
113627,hemL,thermosulf
113640,panB,thermosulf
113673,nusA,thermosulf
113708,def,thermosulf
113725,pgk,thermosulf
113779,upp,thermosulf
113835,rplJ,thermosulf
113841,rplA,thermosulf
113868,argG,thermosulf
113884,hutU,thermosulf
113988,thrC,thermosulf
114092,thiC,thermosulf
114205,tyrS,thermosulf
114243,rpsR,thermosulf
114283,aroA,thermosulf
114333,ftsY,thermosulf
114371,thrS,thermosulf
114485,rplE,thermosulf
114558,atpG,thermosulf
114585,glmS,thermosulf
114685,lysS,thermosulf
114728,rplU,thermosulf
114756,frr,thermosulf
114798,rplI,thermosulf
114853,rpoC,thermosulf
114859,secA,thermosulf
115019,ribH,thermosulf
115149,pnp,thermosulf
115153,atpH,thermosulf
115777,serS,thermosulf
115875,rpsQ,thermosulf
115966,gcvT,thermosulf
115975,rplR,thermosulf
116297,hisD,thermosulf
116397,folD,thermosulf
116542,rpe,thermosulf
116550,rpsD,thet
116554,dnaK,thet
116555,eno,thet
116557,rplB,thet
116562,frr,thet
116565,leuB,thet
116566,ALB,thet
116576,rplX,thet
116581,rpsL,thet
116587,pnp,thet
116589,pyrE,thet
116590,polA,thet
116593,infB,thet
116603,pckA,thet
116605,secA,thet
116608,alaS,thet
116614,rpsP,thet
116627,htpG,thet
116629,tsf,thet
116631,rpsH,thet
116638,tuf,thet
116644,mdh,thet
116647,rpoC,thet
116650,gcvP,thet
116656,rplS,thet
116669,rpsB,thet
116703,groL,thet
116706,pgi,thet
116709,tyrS,thet
116722,rplA,thet
116724,thrS,thet
116734,pyrG,thet
116746,rplL,thet
116747,rplQ,thet
116753,rplF,thet
116754,purC,thet
116765,fusA,thet
116768,purL,thet
116771,rpsF,thet
116772,rpoB,thet
116774,pgk,thet
116775,clpB,thet
116790,ileS,thet
116792,rplK,thet
116794,rpsC,thet
116805,purA,thet
116807,rpmI,thet
116826,rpsI,thet
116833,rpsM,thet
116834,rny,thet
116847,purH,thet
116848,rpsS,thet
116849,pyrH,thet
116850,rpsK,thet
116853,serC,thet
116859,rplI,thet
116862,valS,thet
116878,groS,thet
116879,rpmA,thet
116892,ispG,thet
116894,folD,thet
116897,rpsG,thet
116909,gyrA,thet
116917,rpsO,thet
116930,ahcY,thet
116937,atpF,thet
116951,rplO,thet
116957,atpA,thet
116990,pheT,thet
116994,def,thet
117000,rplE,thet
117009,greA,thet
117017,clpP,thet
117022,efp,thet
117032,rplU,thet
117109,rplC,thet
117132,rplT,thet
117143,tpiA,thet
117161,dxr,thet
117172,rplR,thet
117177,menB,thet
117223,aspS,thet
117240,rpsE,thet
117244,adk,thet
117275,rplM,thet
117283,argS,thet
117373,nusA,thet
117398,guaB,thet
117404,rplW,thet
117407,gcvH,thet
117409,acpP,thet
117419,kbl,thet
117423,topA,thet
117445,rplP,thet
117454,gpmI,thet
117487,pepT,thet
117498,zwf,thet
117507,leuS,thet
117534,rplD,thet
117543,nusG,thet
117544,rpmC,thet
117553,hisS,thet
117555,pheS,thet
117561,atpD,thet
117563,rplN,thet
117583,nadE,thet
117635,aroC,thet
117652,ftsY,thet
117683,rpoA,thet
117688,murE,thet
117711,asd,thet
117759,gyrB,thet
117932,rplY,thet
117953,gltX,thet
117958,dapA,thet
117984,der,thet
118100,rpsT,thet
118115,rpsJ,thet
118181,cysS,thet
118182,rpsR,thet
118215,tal,thet
118219,infA,thet
118256,rho,thet
118427,glyA,thet
118516,leuC,thet
118597,prfA,thet
118600,metK,thet
118617,proS,thet
118701,grpE,thet
118996,dnaX,thet
119022,rpsN,thet
119245,rpmG,thet
119283,ackA,thet
119299,purD,thet
119413,rplV,thet
119477,rnr,thet
119590,fhs,thet
119704,lysS,thet
119804,hisD,thet
119853,rpmD,thet
119991,metG,thet
120572,rpe,thet
120661,ffh,thet
120664,murF,thet
120799,clpX,thet
120884,ettA,thet
120979,recA,thet
121198,ftsZ,thet
121811,argH,thet
122141,pyrF,thet
122206,argB,thet
123191,atpG,thet
123201,ilvD,thet
125260,mreB,thet
129552,rsfS,thet
129752,gcvT,thet
130337,obg,thet
130876,panB,thet
131196,sucD,thet
132367,argC,thet
135314,hutU,thet
137917,folE,thet
138797,ftsA,thet
138839,carA,thet
139228,lepA,thet
139883,pyrB,thet
140272,ddl,thet
140387,ftsH,thet
140503,ychF,thet
140789,tatA,thet
